claimid,incident_date,claim_type,uninhabitable,claim_amount,fraudulent,policyid,policy_date,coverage,deductible,townsize,gender,dob,edcat,job_start_date,retire,income,marital,reside,occupancy_date,primary_residence
145222539,1/5/2008,2,0,10.47,0,ENJ-449262,07/16/2007,54,2000,4,1,12/4/1982,4,2/6/2008,0,30,1,4,03/26/2004,1
878888246,2/2/2008,5,0,3.81,0,AJH-398941,03/31/2007,75,500,3,1,6/4/1983,2,05/25/2006,0,34,1,6,09/29/2004,1
970049413,10/25/2008,5,0,14.5,0,JID-568900,6/10/1993,192,3000,2,0,01/22/1944,2,07/28/1992,0,99,1,2,7/3/1985,1
134642440,09/28/2008,3,0,120.64,0,DSN-999119,07/29/1996,317,3000,1,0,1/4/1950,1,10/17/2003,0,25,0,1,8/3/1989,1
309434076,06/28/2008,5,0,2.69,0,NCN-378417,7/11/2007,137,3000,4,0,01/19/1987,3,7/7/2008,0,35,0,1,2/10/2006,1
524293666,11/17/2008,5,0,17.73,0,DZL-803049,10/3/2002,408,2000,4,1,09/16/1974,4,7/12/2008,0,32,1,4,04/24/1999,0
219410843,11/13/2008,4,0,24.02,0,KTT-166066,9/7/1993,66,1000,3,1,01/27/1936,4,8/4/2001,1,15,1,2,4/5/1985,1
551829290,01/15/2008,1,0,3.57,0,SDA-745569,09/17/1984,59,500,2,1,03/27/1929,2,12/21/1984,1,11,1,2,09/19/1974,1
222225195,04/17/2008,1,0,9.13,0,IDK-395839,5/5/1984,182,1000,1,1,10/17/1935,3,04/19/2004,0,26,0,1,10/19/1974,1
720620370,01/31/2008,5,1,175.69,0,IVA-515920,01/28/1999,1229,3000,3,0,02/22/1974,3,11/19/2002,0,163,1,5,04/27/1997,1
12707333,6/10/2008,5,0,2.82,1,GCH-294827,02/23/2008,67,500,5,0,12/17/1989,2,1/4/2008,0,16,1,6,02/23/2008,1
925467013,11/17/2008,2,1,80.14,0,LNR-358037,4/10/1985,266,1000,1,1,10/29/1954,1,5/10/1985,0,106,1,2,6/5/1976,1
931635260,8/5/2008,5,0,20.92,0,WCJ-769464,3/1/2006,319,500,5,0,04/23/1985,4,09/18/2008,0,42,1,6,03/30/2004,1
938681064,09/25/2008,3,0,73.14,0,IZZ-787421,07/28/2006,169,500,1,1,4/11/1975,2,6/12/1999,0,59,0,1,12/27/2002,1
553940129,04/27/2008,2,0,6.92,0,AYT-943997,08/15/2005,107,1000,2,1,11/23/1975,4,01/26/2003,0,40,0,1,3/8/2000,1
377892238,07/18/2008,5,0,12.75,0,OMG-268547,08/22/1986,216,1000,4,1,07/17/1936,3,1/9/1994,0,44,1,2,11/13/1980,1
843166864,06/28/2008,4,0,33.53,0,DZN-849093,04/28/2007,80,1000,4,0,8/12/1979,4,05/31/2007,0,22,0,1,08/19/2003,1
230263854,10/31/2008,1,0,3.6,0,CQA-330391,11/19/1997,85,1000,1,0,4/12/1972,1,02/25/2003,0,44,0,1,8/10/1992,1
71390535,10/6/2008,2,0,3.5,0,QOK-689786,8/2/1996,92,1000,5,1,06/25/1965,1,7/12/2004,0,33,1,4,12/21/1990,1
145293954,8/8/2008,5,0,17.43,0,UOT-798576,05/18/1991,298,1000,4,0,10/31/1960,3,03/16/2003,0,72,1,4,08/15/1982,0
826950076,2/1/2008,1,0,4.07,0,WPG-529995,2/9/1989,134,1000,3,0,01/19/1963,1,10/28/2006,0,30,1,3,05/14/1984,1
315592086,02/18/2008,3,1,80,0,QOL-907341,2/4/1994,80,1000,3,1,11/24/1957,2,03/13/2004,0,37,1,2,9/2/1989,1
603447863,10/13/2008,5,0,6.48,0,CSK-043380,07/26/1999,73,1000,2,0,04/29/1943,5,07/25/1994,1,27,0,1,8/8/1998,1
54545605,05/28/2008,1,0,15.07,0,BLF-534356,04/22/2000,239,1000,3,1,01/22/1958,1,05/18/1986,0,65,1,2,09/23/1993,1
980954542,09/26/2008,2,0,11.43,0,NWE-919568,05/17/2003,118,1000,4,1,12/10/1983,1,01/21/2003,0,24,1,5,12/29/2002,1
927268547,11/23/2008,1,1,20.34,0,NZS-848622,07/27/1986,127,3000,1,0,03/18/1936,4,11/28/1978,1,24,0,1,07/13/1983,1
666796925,10/6/2008,3,1,107,0,UWV-397038,07/24/2006,107,2000,2,1,2/8/1979,3,10/21/2008,0,26,1,3,11/30/2001,1
356120047,10/21/2008,3,0,22.61,0,WFQ-420394,6/2/1993,79,1000,1,0,5/9/1956,1,8/3/1997,0,63,1,2,4/9/1986,1
202471872,02/18/2008,4,0,178.41,0,DWF-255971,9/10/2005,444,3000,3,1,05/31/1975,2,4/2/2005,0,57,0,2,02/23/2001,1
913665031,12/1/2008,2,0,38.94,0,ZFS-323130,10/9/1987,398,1000,1,0,4/10/1952,1,6/10/1999,0,39,1,2,11/20/1978,1
296498345,07/15/2008,3,1,141,0,HSR-219297,1/11/1998,141,2000,5,1,10/20/1942,3,09/20/1991,0,39,0,1,08/29/1998,1
384078164,02/29/2008,4,0,132.37,0,FXD-314059,12/5/1990,358,2000,4,0,08/15/1944,4,06/25/1999,0,73,0,1,09/16/1980,1
276968222,01/18/2008,3,0,59.29,0,WIU-169530,6/8/2000,144,1000,1,0,02/13/1973,1,1/1/2008,0,26,1,2,9/5/1993,1
136148009,10/10/2008,5,0,4.13,0,UQO-179582,10/9/1978,123,500,3,0,4/12/1930,2,06/23/1994,1,60,0,1,3/12/1974,1
498685463,09/27/2008,2,0,16.84,0,FLO-895882,02/15/1987,193,2000,1,1,03/26/1954,2,02/13/1986,0,140,0,1,9/4/1976,1
488126245,10/11/2008,5,0,11.61,0,RTU-699670,6/11/2005,316,3000,3,0,06/30/1978,3,11/19/2007,0,74,0,1,07/15/2002,1
165051285,04/28/2008,1,0,4.74,0,FPM-664306,5/4/2008,204,3000,1,1,1/8/1964,4,09/17/2004,0,56,0,1,09/15/2005,1
61686306,9/1/2008,5,0,13.31,0,OHU-606299,07/29/2000,352,2000,3,0,03/17/1965,4,07/18/2004,0,110,1,2,9/10/1993,1
84313045,08/24/2008,2,0,13.34,0,XZA-185094,10/7/1987,80,1000,2,0,6/2/1948,2,8/6/1991,0,64,1,4,10/13/1978,1
399667351,07/23/2008,2,1,70.63,0,CAE-253236,2/3/2007,257,500,5,1,01/20/1980,4,09/29/2008,0,70,0,1,5/1/2002,1
969873146,5/1/2008,3,0,23.45,0,IIT-434272,12/30/2007,75,1000,3,1,10/7/1988,1,11/4/2007,0,14,0,4,06/26/2007,1
324845191,10/21/2008,2,0,3.5,1,IST-005375,9/6/1989,62,500,3,0,10/21/1934,1,10/2/1979,1,82,1,2,12/23/1978,1
448840132,02/24/2008,5,0,8.54,0,WWP-087866,04/24/2000,97,1000,1,1,06/14/1970,1,4/2/2002,0,35,0,1,08/15/1992,1
774226466,07/13/2008,5,0,70.08,0,KFH-165940,03/27/2006,1151,3000,1,1,9/7/1981,5,5/2/2008,0,131,1,8,10/15/2000,0
811788360,04/19/2008,5,0,4.72,0,IRQ-294752,7/5/2005,81,1000,1,1,4/9/1981,5,09/24/2008,0,88,1,3,09/20/2004,1
987506305,5/8/2008,2,0,18.11,1,JLG-692887,8/3/1967,113,500,1,0,09/25/1938,2,12/24/1984,0,62,1,2,2/2/1963,1
435024634,11/4/2008,1,0,3.36,0,ESD-244058,7/2/2007,64,1000,4,1,6/3/1980,4,3/6/2008,0,25,0,1,3/1/2002,1
289518622,9/9/2008,1,0,21.59,0,GOT-702886,04/28/1995,446,1000,2,1,8/9/1962,1,9/10/1987,0,61,0,1,05/14/1986,1
112574337,10/21/2008,1,0,2.64,0,ILV-982649,10/12/1990,94,1000,1,0,4/3/1944,2,2/8/2003,1,16,0,1,01/16/1981,1
599890424,03/30/2008,2,0,35.01,0,FIO-676475,04/28/1995,362,1000,3,1,11/18/1954,2,8/5/1996,0,81,0,1,06/14/1989,1
994088806,02/13/2008,2,0,38.02,0,MKJ-677702,09/27/2001,386,1000,2,1,06/22/1959,2,03/19/2004,0,27,0,1,02/13/2000,0
87295962,2/4/2008,3,0,101,0,MOA-644266,04/29/1997,234,3000,1,1,02/14/1968,2,06/26/1991,0,80,1,4,07/19/1990,1
453150986,01/15/2008,1,0,5.21,0,RSJ-453540,02/18/1990,95,1000,4,1,5/5/1953,4,07/29/2003,0,76,1,5,10/8/1986,1
837870203,02/26/2008,5,0,3.58,0,LPU-337485,09/17/1999,104,2000,4,0,12/15/1971,3,07/14/2001,0,79,1,2,3/10/1997,1
560169643,7/4/2008,2,0,4.91,0,LXC-803868,6/3/2008,67,1000,3,1,3/9/1986,2,06/14/2008,0,20,1,6,2/6/2006,1
269617761,7/8/2008,5,0,15.03,1,FXK-383522,2/1/2008,296,1000,5,1,01/24/1985,2,09/21/2007,0,35,0,1,11/25/2004,1
868738019,03/28/2008,5,0,5.27,0,IMK-236998,04/30/2004,126,1000,5,0,01/16/1978,1,07/15/2004,0,21,1,6,02/17/2000,1
908397563,01/17/2008,1,0,76.64,0,HKO-703348,12/5/1987,1080,2000,3,0,02/22/1951,3,3/6/1982,0,369,0,3,8/9/1975,1
258776547,1/11/2008,5,0,21.39,0,YTW-779707,02/23/1991,463,1000,2,1,04/17/1955,2,11/3/1996,0,173,0,1,03/27/1983,1
437718802,10/9/2008,5,0,6.73,0,GBF-603507,11/8/1991,112,2000,1,0,05/13/1946,3,7/10/1996,0,32,0,1,05/28/1985,1
600280817,08/30/2008,3,1,302,0,LKA-160536,9/7/1984,302,1000,5,1,06/15/1948,4,05/25/2001,0,79,1,3,02/14/1982,1
740873117,6/11/2008,3,1,234,0,IMG-650152,4/10/1971,234,1000,4,0,4/8/1930,1,09/26/1966,1,70,1,3,3/6/1964,1
580204541,3/6/2008,2,0,223.15,1,GZO-289356,11/3/2002,2102,2000,1,0,06/19/1973,5,12/30/2003,0,62,0,1,10/2/2000,1
702396341,04/13/2008,4,0,62.01,0,SEV-649047,7/12/1988,174,2000,1,0,01/31/1951,3,05/15/1978,0,236,0,1,08/23/1988,1
490905787,08/24/2008,3,0,98.97,0,IST-643115,05/26/1996,230,3000,3,0,01/29/1944,2,12/7/1983,0,135,1,2,11/8/1993,1
871663148,01/30/2008,3,0,54.05,0,JJQ-673929,09/22/1991,161,3000,5,0,09/25/1940,3,03/31/1980,1,33,0,1,05/28/1986,1
288531162,02/21/2008,2,0,25.78,0,KXX-342706,07/21/1974,303,3000,2,0,9/2/1946,1,5/8/1995,1,11,1,2,4/3/1969,1
195557758,11/3/2008,5,1,29.26,0,JST-274614,12/3/1980,197,2000,4,1,06/22/1942,3,5/3/1995,0,76,1,3,07/25/1971,1
168738964,09/26/2008,4,0,80.27,0,ZNJ-642438,7/10/1995,208,1000,2,1,08/30/1959,2,02/25/1994,0,62,0,2,09/17/1990,1
892536369,03/14/2008,5,0,2.45,0,EGO-909766,12/14/1996,127,3000,1,0,10/31/1972,2,02/14/2006,0,34,1,2,11/16/1996,1
382732879,10/1/2008,1,0,5.83,0,KNS-652309,09/16/1989,100,500,3,0,10/29/1962,3,10/10/2005,0,34,0,3,02/23/1985,1
176913528,6/11/2008,3,0,98.3,0,RRA-497508,10/22/1978,241,2000,2,1,1/5/1944,4,07/23/1997,0,632,1,2,6/8/1971,1
654678198,06/26/2008,2,0,27.36,0,JKJ-413114,11/3/1987,209,2000,2,1,10/20/1935,3,02/24/1992,0,97,1,2,7/2/1977,1
759346012,05/13/2008,5,0,9.07,0,XYH-661748,03/30/2007,177,1000,2,0,03/20/1983,4,08/21/2007,0,16,1,6,10/22/2006,1
551258586,5/11/2008,3,0,88.47,0,PMD-290183,6/12/2003,249,1000,1,1,02/25/1976,4,9/3/2005,0,52,0,1,8/7/2000,1
188062016,10/17/2008,2,0,20.46,0,FYJ-112047,09/24/2005,140,3000,5,1,11/18/1979,4,07/25/2006,0,26,0,1,06/29/2000,1
255139994,05/24/2008,5,0,6.24,0,HET-894635,02/19/2005,73,500,4,0,9/12/1980,1,10/21/2001,0,28,0,2,06/20/2003,1
988946781,10/16/2008,3,0,331.8,0,UPX-305183,11/18/2006,725,1000,1,1,07/30/1986,3,11/14/2008,0,45,0,4,10/22/2006,1
663312152,05/30/2008,1,0,10.85,0,NTJ-439800,1/10/1973,174,3000,4,1,10/30/1930,4,11/2/1983,1,70,1,3,04/21/1961,1
714451017,9/6/2008,3,0,33.92,0,UAM-025313,11/24/2001,92,1000,1,1,10/4/1952,2,05/17/2003,0,33,0,1,02/14/1997,1
738281792,4/3/2008,3,1,424,0,XEH-288003,11/29/1999,424,2000,2,0,05/29/1971,4,01/21/2007,0,117,0,1,03/18/1994,1
7448592,4/11/2008,3,1,941,0,SSO-992125,11/28/2004,941,3000,2,1,06/24/1971,1,07/18/1996,0,90,1,4,12/3/2004,0
335564524,12/4/2008,3,1,259,0,CRZ-788528,07/15/1995,259,3000,4,0,10/20/1960,2,12/27/1996,0,58,0,1,01/16/1992,1
716619892,06/20/2008,4,1,439,0,QFC-538789,3/5/1994,439,3000,5,0,08/14/1967,2,04/25/1999,0,46,0,1,2/1/1994,1
622211110,08/21/2008,4,0,212.94,0,MFH-174899,6/4/1985,489,1000,4,1,11/24/1941,5,12/27/1994,0,123,0,1,11/12/1972,1
574122739,10/2/2008,5,0,27.66,0,ZAP-037716,08/26/1981,497,2000,3,1,8/2/1946,2,5/9/2001,0,64,0,1,01/22/1970,1
247371592,5/10/2008,5,0,9.63,0,RUN-121316,04/18/1988,167,2000,3,0,01/24/1959,2,10/11/2000,0,81,0,1,7/4/1982,1
1503937,7/1/2008,2,0,27.44,0,OHY-976671,01/21/1996,356,2000,1,0,11/12/1966,2,03/26/2003,0,89,0,1,05/19/1990,1
809410182,5/7/2008,2,0,32.41,0,HXD-324504,05/17/1989,253,1000,4,0,12/17/1956,3,06/24/1983,0,253,1,5,3/6/1980,0
342614357,07/25/2008,2,0,11.52,0,AUW-419833,6/3/1977,129,500,3,0,3/12/1941,2,09/24/1976,1,28,0,1,01/27/1971,0
304893559,04/25/2008,1,0,6.96,0,UDP-907408,06/22/1974,104,1000,4,0,1/4/1942,3,05/13/2003,0,54,1,2,10/24/1967,1
167409294,2/9/2008,1,0,35.12,0,MQP-976986,10/5/1990,705,3000,3,1,1/9/1943,2,06/25/1999,0,44,1,2,11/26/1981,1
92913108,12/3/2008,5,0,3.81,1,UCX-169875,11/3/2008,78,1000,4,1,06/15/1989,2,5/12/2008,0,19,0,1,04/30/2008,1
292896286,9/5/2008,5,0,2.53,0,GJF-790321,05/15/2006,70,500,3,0,02/25/1946,1,04/16/1996,1,17,0,1,11/23/2002,1
978505278,08/15/2008,5,0,4.64,0,RUW-400158,05/16/1994,98,1000,3,0,10/29/1947,2,7/6/1994,0,142,1,2,04/29/1988,1
406297053,11/18/2008,2,0,14.15,0,HSQ-735118,7/1/2000,130,1000,2,0,4/5/1980,1,06/26/2000,0,44,1,3,12/10/1999,1
319921906,7/4/2008,2,0,19.52,0,SRF-014419,2/3/1983,250,1000,3,0,11/9/1946,2,2/4/2004,0,34,1,2,12/22/1982,1
878297396,7/4/2008,3,0,29.04,0,QNP-554399,06/26/1999,59,1000,2,1,4/11/1977,1,11/22/2000,0,24,1,3,02/14/1998,1
979146578,08/15/2008,1,0,25.56,0,MKJ-782408,03/26/1991,407,1000,4,1,12/29/1953,4,6/4/2005,0,74,1,3,04/28/1981,1
495649519,05/26/2008,3,1,150,0,DUZ-073453,06/13/2007,150,1000,4,1,02/14/1988,3,08/29/2008,0,31,0,1,05/31/2007,1
515061656,01/17/2008,3,0,24.15,0,VCK-673794,01/19/2007,71,1000,2,0,03/27/1986,4,2/10/2008,0,58,1,5,10/25/2005,1
182350982,08/17/2008,3,0,82.32,0,CIS-537464,8/9/1996,194,1000,4,0,11/10/1970,2,06/18/2002,0,42,0,1,02/16/1990,1
65111746,10/10/2008,5,0,6.11,0,LYD-325421,11/3/1977,69,500,2,0,08/27/1933,1,5/10/1971,1,43,1,2,08/16/1974,1
370481359,4/9/2008,1,1,73.3,0,FYX-569307,11/11/1998,428,2000,3,1,2/5/1961,3,12/7/2001,0,52,0,1,2/12/1994,1
767170024,06/16/2008,5,0,10.97,0,UNG-512631,11/11/2004,235,500,4,0,3/2/1976,4,06/29/2006,0,23,0,3,6/3/2003,1
199445165,05/23/2008,1,0,2.78,0,AZM-017669,01/29/2005,77,1000,4,1,11/28/1979,3,12/2/2007,0,22,0,1,09/15/1999,1
262885886,9/3/2008,5,0,28.57,0,KVU-874739,10/1/1997,476,3000,2,1,11/9/1957,5,3/11/2000,0,25,0,4,09/29/1990,1
61551296,10/25/2008,1,0,28.81,0,QVS-059493,12/1/1989,601,3000,1,1,12/26/1931,4,02/14/1968,1,29,0,1,04/25/1979,1
813160447,03/29/2008,3,0,46.25,0,GDB-228979,05/28/2006,147,1000,5,1,4/8/1986,4,12/5/2008,0,32,1,6,7/2/2006,1
842192169,10/6/2008,1,0,49.79,0,KIY-070213,04/13/1971,1071,2000,4,1,05/19/1945,2,04/16/1983,0,606,1,2,12/28/1970,1
58122787,8/9/2008,1,0,8.43,1,RJV-520377,6/4/2007,151,3000,3,0,2/4/1979,4,9/3/2008,0,21,1,2,01/14/2002,1
12578225,5/7/2008,3,0,303.83,1,PHS-490879,01/23/1995,712,2000,2,1,12/31/1943,2,11/1/1975,1,39,1,4,08/26/1985,1
482731825,05/27/2008,2,0,49.02,0,KVT-748604,6/5/2008,461,3000,2,1,10/25/1990,2,08/14/2008,0,28,0,1,6/5/2008,1
720398837,11/28/2008,5,0,6.66,0,TKK-274077,6/1/1979,179,1000,2,0,03/29/1943,2,5/6/2000,0,67,1,3,05/27/1968,1
537588223,11/8/2008,3,0,132.36,0,XSH-994601,12/21/1987,320,1000,4,1,3/12/1947,4,12/24/1985,1,40,1,3,06/26/1976,1
91122944,09/18/2008,3,0,117.61,0,UVD-488231,02/27/2006,336,1000,4,0,03/31/1957,2,02/14/1990,0,59,0,1,10/15/2005,1
480751644,3/1/2008,1,0,5.87,0,BAF-058260,12/30/2007,76,1000,1,1,10/15/1988,1,06/14/2008,0,19,0,1,7/2/2008,0
333682267,06/13/2008,4,0,36.9,0,SZQ-899713,09/29/1992,91,1000,2,1,4/3/1929,3,02/25/1990,1,11,1,2,06/27/1990,1
480749732,2/5/2008,5,0,7.13,0,BKS-370308,11/14/1983,134,1000,4,1,6/12/1934,4,12/24/1978,1,63,0,1,10/14/1971,1
498178734,03/23/2008,5,0,13.17,0,UPB-825461,4/8/1990,320,1000,5,0,6/1/1947,2,09/16/1987,0,81,0,1,01/24/1983,1
157572645,9/7/2008,5,0,6.85,0,DIZ-332528,03/25/2004,151,1000,3,0,12/5/1985,2,10/15/2005,0,46,1,5,01/18/2004,1
870390912,01/13/2008,5,0,2.08,0,SZP-123411,01/27/1995,144,1000,3,0,12/26/1969,3,08/31/2007,0,27,0,1,06/29/1994,1
952808545,05/18/2008,4,1,262,0,DYY-126761,04/16/2006,262,3000,4,0,9/12/1986,4,6/12/2008,0,56,1,5,4/4/2005,1
489920942,7/3/2008,3,1,99,0,ITA-413127,05/26/2006,99,2000,4,0,12/17/1986,2,10/25/2007,0,43,1,5,5/2/2006,1
786125404,01/15/2008,1,0,22.45,0,PSO-948046,07/31/1996,314,1000,5,0,03/30/1943,4,10/31/2004,0,49,0,1,09/13/1987,1
630752319,12/7/2008,3,0,35.09,0,EEO-489558,2/5/1992,77,3000,2,0,03/30/1954,2,2/6/1993,0,76,1,3,02/17/1982,1
87852364,10/2/2008,1,0,11.11,0,STS-722248,10/5/1995,237,1000,3,0,2/3/1972,4,08/20/2002,0,32,0,1,8/4/1994,1
543789669,7/5/2008,2,0,3.06,0,MTK-138624,12/7/2007,54,500,1,1,01/22/1984,2,03/22/2006,0,20,1,4,8/10/2004,1
231799371,11/14/2008,2,0,42.74,0,TOT-331933,04/19/1989,434,1000,2,0,7/3/1963,1,08/18/1999,0,46,0,2,12/3/1984,1
432000914,4/1/2008,3,0,79.39,1,DOK-166405,2/7/1999,187,1000,2,1,12/1/1968,3,9/8/2007,0,50,0,1,3/10/1992,1
303434708,11/21/2008,5,0,10.84,0,VXR-895315,5/6/1995,158,1000,3,1,4/7/1952,3,04/15/1995,0,60,1,2,10/5/1990,0
765641753,06/27/2008,3,1,171,0,QKG-279677,1/4/1992,171,1000,1,0,04/16/1942,3,10/24/1979,1,15,1,2,07/29/1988,1
426197757,9/8/2008,1,0,12.9,0,GWL-518177,06/30/2001,250,3000,3,1,12/18/1960,3,4/12/2002,0,56,0,4,02/20/1995,1
588878005,10/1/2008,3,0,39.2,0,PVM-001352,11/18/2006,92,2000,4,0,9/11/1984,2,05/16/2003,0,35,0,3,06/27/2006,1
841461847,07/26/2008,4,1,619,0,KXQ-666878,02/21/1994,619,3000,1,1,11/11/1953,1,02/20/1999,0,35,0,1,02/19/1986,1
479056552,2/7/2008,2,0,13.46,0,VYR-490225,03/22/1984,111,3000,3,0,4/8/1951,2,3/2/2004,0,62,0,1,11/22/1977,1
368184968,5/7/2008,1,0,3.48,0,SOI-248545,06/24/1993,66,500,1,0,10/26/1931,1,9/1/1992,1,12,1,2,12/28/1990,1
918976772,10/25/2008,2,0,54.65,0,VRP-860062,10/25/1994,712,1000,1,0,01/30/1953,2,04/16/1990,0,83,0,1,07/25/1988,1
247841528,9/8/2008,4,0,47.12,0,WZT-937040,2/11/2002,133,1000,1,1,3/6/1979,4,6/8/2006,0,95,0,1,12/10/2001,1
462963094,8/2/2008,1,1,30.33,0,KRM-502319,10/23/1998,226,1000,3,0,9/4/1966,4,11/5/1998,0,63,0,1,07/27/1991,1
82952407,05/16/2008,5,0,10.84,0,OTX-202424,4/9/2006,180,1000,3,0,11/13/1987,1,09/21/2005,0,21,0,1,3/2/2006,1
966497685,8/6/2008,3,0,79.44,0,VEQ-005778,7/3/2008,223,2000,2,1,09/27/1989,2,12/31/2008,0,18,1,4,7/3/2008,1
619735300,06/20/2008,5,0,3.65,0,UPQ-609657,7/2/2002,103,1000,4,0,11/18/1969,4,05/22/2005,0,52,0,1,04/28/1995,1
720697527,5/8/2008,1,0,17.56,0,YFX-192141,8/11/1998,420,3000,1,0,10/16/1969,3,02/18/2002,0,136,0,1,9/5/1991,1
3333607,11/16/2008,3,0,58.33,0,RAN-193663,05/13/1990,167,1000,5,0,12/23/1937,5,11/12/2000,0,67,1,2,10/14/1983,1
606897803,11/21/2008,2,0,25.81,0,PLU-771131,4/6/2005,214,2000,4,0,02/27/1973,1,10/20/1996,0,37,0,1,04/21/2001,1
356682945,09/22/2008,5,0,10.45,0,SXI-673939,04/20/1987,158,1000,1,0,08/15/1934,4,10/6/1998,0,95,0,3,04/29/1975,1
319270073,11/5/2008,1,0,2.58,0,YAD-686070,10/9/2007,87,3000,4,1,09/20/1986,4,08/23/2008,0,42,0,1,02/21/2007,1
285398627,02/29/2008,3,0,20.95,0,ANW-410177,5/12/1994,72,1000,4,1,08/25/1961,4,5/12/2003,0,28,0,1,12/5/1990,1
327368310,10/26/2008,3,1,64,0,LCM-279287,09/26/2004,64,1000,5,1,7/8/1970,3,11/14/1998,0,30,0,1,02/15/2004,1
290370713,05/25/2008,2,0,10.39,0,QIY-151686,5/3/2008,118,1000,5,0,06/29/1979,3,01/23/2006,0,31,0,1,1/9/2007,1
50642803,10/4/2008,3,1,91,0,RGA-508624,4/8/2001,91,1000,4,1,10/12/1974,2,5/2/1998,0,29,1,2,02/13/1995,1
596240476,08/22/2008,2,0,11.49,1,GUY-908562,11/4/1991,93,1000,3,1,08/30/1958,2,09/25/2002,0,58,0,1,03/18/1987,1
808174656,03/16/2008,5,0,17.15,0,GZA-128386,9/5/1991,467,1000,1,1,07/17/1951,2,11/23/1999,0,87,0,1,10/18/1984,1
882008716,08/25/2008,1,1,4.33,0,EMQ-182243,10/30/1968,64,3000,2,1,3/2/1931,1,07/21/1968,1,36,0,1,10/9/1964,1
736394916,03/23/2008,4,1,65,0,MHE-807596,09/17/1993,65,500,4,0,05/24/1946,4,3/8/1985,1,16,0,1,08/22/1985,1
819041518,02/29/2008,2,0,18.8,0,QXF-273179,4/12/2000,134,1000,1,0,9/8/1959,4,6/10/2007,0,17,1,4,11/21/1999,1
467076142,08/28/2008,5,0,26.71,0,CZN-056287,10/6/1996,447,1000,4,0,5/3/1959,5,09/27/1999,0,190,1,2,03/16/1988,1
872985096,01/17/2008,1,0,11.14,0,PEV-720328,9/9/1998,191,2000,1,0,07/13/1965,2,12/25/1995,0,47,0,3,12/13/1992,1
870565717,10/3/2008,5,0,31.52,0,CLK-797240,11/6/2004,869,1000,1,1,4/1/1963,1,12/24/1992,0,68,0,1,02/27/1999,1
647409105,02/19/2008,4,0,23.82,0,GUY-396040,3/2/1986,58,2000,4,1,02/14/1941,4,02/16/1973,1,12,0,1,7/1/1985,1
546625603,1/10/2008,1,0,5.61,0,GQS-407327,06/17/1993,66,1000,4,0,07/21/1953,1,10/11/2003,0,34,0,2,8/2/1985,0
606961185,04/16/2008,1,0,8.79,0,PFG-045179,12/24/1982,243,500,1,1,10/23/1953,3,6/5/2006,0,94,0,1,03/28/1977,1
783720180,01/19/2008,5,0,3.85,0,XHR-497440,04/15/1995,86,1000,3,0,10/23/1937,3,8/8/2004,0,26,0,1,12/16/1987,1
473566427,11/27/2008,5,0,20.66,0,RPL-918415,01/13/1998,407,1000,1,0,12/17/1969,1,08/19/1995,0,53,1,5,10/27/1992,1
913028100,08/13/2008,1,0,8.51,0,NUA-241213,5/7/1996,121,500,5,0,9/6/1962,2,03/17/1992,0,80,1,4,01/14/1994,1
848623831,06/17/2008,1,0,2.56,0,CZL-395989,04/25/2008,54,3000,3,0,04/21/1990,2,12/25/2008,0,16,0,1,04/25/2008,1
416774157,06/18/2008,5,0,4.57,0,QQD-629681,02/15/2007,110,500,3,1,8/1/1965,1,04/13/1995,0,81,1,2,11/18/2001,1
546110884,06/24/2008,3,1,76,0,RDF-672992,10/14/1981,76,500,1,0,02/21/1945,4,5/1/1998,0,77,0,1,5/1/1974,1
126904789,03/14/2008,1,0,32.16,1,UCI-926912,04/23/2006,402,2000,1,1,01/26/1975,5,04/28/2006,0,69,0,1,2/1/2001,1
210865451,8/7/2008,5,0,7.97,0,YBE-594934,07/15/1990,177,3000,3,0,10/15/1956,1,01/18/1983,0,78,0,1,7/8/1987,1
914891922,6/6/2008,3,1,193,0,NSG-458995,04/15/1985,193,1000,4,0,1/3/1955,4,09/29/2002,0,56,1,2,11/3/1980,1
191786211,04/25/2008,1,0,6.35,0,QUO-173223,07/27/2003,163,1000,4,1,9/2/1955,3,06/18/2003,0,66,0,1,01/30/2003,1
395962475,2/11/2008,3,1,161,0,FFU-649157,7/5/2004,161,1000,5,1,09/25/1976,4,7/4/2001,0,49,1,4,4/2/2004,1
867575974,2/10/2008,5,0,8.63,0,SKZ-991171,10/2/2008,149,1000,2,0,09/28/1990,2,07/24/2008,0,22,1,6,10/2/2008,1
536806923,11/18/2008,2,0,22.71,0,SHA-819933,8/1/2001,282,1000,4,0,05/31/1963,5,07/30/2007,0,46,1,3,4/3/1996,1
220900407,08/13/2008,2,0,11.34,0,BOA-634537,01/30/2007,140,1000,2,0,8/6/1974,3,11/4/2005,0,40,0,1,12/29/2006,1
44483539,11/14/2008,1,0,3.22,1,LPX-397307,04/14/1968,56,500,3,0,04/16/1929,4,04/27/1991,1,11,0,1,06/26/1962,1
457006232,02/27/2008,1,0,3.56,0,ZOO-594983,5/11/1984,156,2000,3,1,6/3/1941,4,04/17/2005,0,29,0,1,6/1/1977,1
411412237,08/13/2008,5,0,2.44,0,JLU-038413,03/16/1993,111,500,5,0,10/10/1962,2,11/1/1994,0,67,1,4,09/16/1988,1
930063505,12/7/2008,1,0,8,1,WXV-178067,3/1/2003,94,1000,4,1,3/5/1960,2,9/6/1997,0,70,0,2,09/14/1996,0
